0,8*15+15,133,(59-34)*15+15,0,18*15+15,133,(43-34)*15+15,133,(57-34)*15+15,0,24*15+15,0,27*15+15,133,(41-34)*15+15,0,31*15+15,0,15*15+15,266,(85-67)*15+15,266,(79-67)*15+15,133,(65-34)*15+15,266,(95-67)*15+15,0,13*15+15,133,(42-34)*15+15,266,(83-67)*15+15,133,(54-34)*15+15,266,(91-67)*15+15,266,(97-67)*15+15,266,(70-67)*15+15,133,(52-34)*15+15,0,3*15+15,0,16*15+15,0,11*15+15,0,6*15+15,266,(78-67)*15+15,133,(39-34)*15+15,0,20*15+15,0,10*15+15,0,33*15+15,266,(68-67)*15+15,266,(89-67)*15+15,0,22*15+15,266,(94-67)*15+15,133,(48-34)*15+15,133,(51-34)*15+15,0,1*15+15,0,12*15+15,133,(50-34)*15+15,0,0*15+15,133,(37-34)*15+15,0,26*15+15,0,7*15+15,266,(76-67)*15+15,133,(44-34)*15+15,0,21*15+15,0,23*15+15,133,(66-34)*15+15,266,(82-67)*15+15,133,(56-34)*15+15,133,(38-34)*15+15,0,17*15+15,266,(92-67)*15+15,133,(46-34)*15+15,133,(35-34)*15+15,266,(69-67)*15+15,0,29*15+15,0,4*15+15,266,(77-67)*15+15,266,(90-67)*15+15,133,(62-34)*15+15,0,5*15+15,266,(87-67)*15+15,266,(75-67)*15+15,133,(61-34)*15+15,0,25*15+15,133,(40-34)*15+15,0,2*15+15,0,30*15+15,266,(72-67)*15+15,133,(60-34)*15+15,0,9*15+15,266,(96-67)*15+15,266,(80-67)*15+15,266,(99-67)*15+15,133,(34-34)*15+15,133,(36-34)*15+15,266,(71-67)*15+15,133,(63-34)*15+15,133,(53-34)*15+15,133,(55-34)*15+15,266,(74-67)*15+15,133,(58-34)*15+15,0,32*15+15,0,28*15+15,133,(49-34)*15+15,266,(81-67)*15+15,133,(64-34)*15+15,266,(88-67)*15+15,133,(47-34)*15+15,266,(84-67)*15+15,266,(73-67)*15+15,0,14*15+15,266,(98-67)*15+15,266,(67-67)*15+15,266,(86-67)*15+15,266,(93-67)*15+15,133,(45-34)*15+15,0,19*15+15,1477307737
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,133,480,266,435,571,18,133,135,266,255,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,133,60,0,405,481,406,266,150,133,165,-1,324,0,360,133,495,595,44,133,345,133,75,485,41,266,390,133,195,133,30,266,45,0,450,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,0,45,0,465,266,90,133,405,0,150,266,450,266,210,266,495,133,15,133,45,265,341,133,450,133,300,133,330,266,120,133,375,0,495,0,435,133,240,266,225,133,465,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,266,405,133,180,0,300,1477308192
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,133,480,266,435,571,18,133,135,266,255,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,133,60,0,405,481,406,266,150,133,165,-1,324,0,360,133,495,595,44,133,345,133,75,485,41,266,390,133,195,133,30,266,45,0,450,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,0,45,0,465,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,265,341,133,450,133,300,133,330,266,120,133,375,0,495,0,435,133,240,266,225,133,465,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,266,405,133,180,0,300,1477308207
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,133,480,266,435,571,18,133,135,266,255,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,133,60,0,405,481,406,266,150,133,165,-1,324,0,360,794,137,595,44,133,345,133,75,485,41,266,390,133,195,133,30,266,45,0,450,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,0,45,0,465,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,265,341,840,127,133,300,133,330,266,120,133,375,0,495,0,435,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,767,165,133,180,0,300,1477308222
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,133,480,266,435,571,18,133,135,266,255,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,133,60,0,405,481,406,266,150,133,165,-1,324,0,360,794,137,595,44,133,345,133,75,485,41,266,390,133,195,133,30,841,153,0,450,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,0,45,0,465,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,133,300,133,330,266,120,133,375,0,495,0,435,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,790,149,133,180,0,300,1477308237
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,482,344,266,435,571,18,415,345,266,255,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,0,405,481,406,266,150,133,165,-1,324,0,360,794,137,595,44,133,345,133,75,485,41,420,432,133,195,133,30,841,153,0,450,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,0,45,0,465,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,133,300,133,330,266,120,133,375,0,495,0,435,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,790,149,133,180,0,300,1477308252
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,486,347,266,435,571,18,415,345,266,255,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,0,405,481,406,266,150,133,165,-1,324,0,360,794,137,595,44,133,345,133,75,485,41,420,432,133,195,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,0,45,122,469,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,133,300,133,330,266,120,133,375,0,495,941,227,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,790,149,133,180,0,300,1477308267
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,486,347,266,435,571,18,415,345,266,255,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,0,405,481,406,266,150,133,165,-1,324,0,360,794,137,595,44,133,345,133,75,485,41,420,432,133,195,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,0,45,122,469,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,133,300,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,790,149,133,180,0,300,1477308282
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,486,347,266,435,571,18,415,345,266,255,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,0,405,481,406,266,150,133,165,-1,324,0,360,794,137,595,44,133,345,133,75,485,41,420,432,133,195,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,133,300,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,790,149,133,180,0,300,1477308297
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,486,347,266,435,571,18,415,345,734,278,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,0,405,481,406,266,150,669,277,-1,324,0,360,794,137,595,44,133,345,669,289,485,41,420,432,133,195,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,133,300,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,266,480,266,15,266,300,790,149,668,266,0,300,1477308312
413,207,133,390,553,19,465,125,133,360,440,209,0,420,133,120,467,209,0,240,417,138,266,195,486,347,266,435,571,18,415,345,734,278,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,0,405,481,406,504,430,669,277,-1,324,0,360,794,137,595,44,133,345,669,289,485,41,420,432,133,195,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,133,300,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,266,480,790,176,266,300,790,149,668,266,0,300,1477308327
413,207,133,390,553,19,465,125,133,360,440,209,20,443,133,120,467,209,0,240,417,138,266,195,486,347,266,435,571,18,415,345,734,278,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,423,443,481,406,504,430,669,277,-1,324,0,360,794,137,595,44,133,345,669,289,485,41,420,432,133,195,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,133,300,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,509,210,790,176,266,300,790,149,668,266,0,300,1477308342
413,207,133,390,553,19,465,125,133,360,440,209,20,443,133,120,467,209,0,240,417,138,266,195,486,347,266,435,571,18,415,345,734,278,133,315,266,375,266,465,620,20,133,285,0,60,0,255,0,180,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,423,443,481,406,504,430,669,277,-1,324,0,360,794,137,595,44,133,345,669,289,485,41,420,432,621,56,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,841,175,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,509,210,790,176,266,300,790,149,668,266,0,300,1477308357
413,207,133,390,553,19,465,125,133,360,440,209,20,443,133,120,467,209,0,240,417,138,540,140,486,347,266,435,571,18,415,345,734,278,133,315,266,375,266,465,620,20,133,285,0,60,0,255,404,185,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,423,443,481,406,504,430,669,277,-1,324,0,360,794,137,595,44,133,345,669,289,485,41,420,432,621,56,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,266,90,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,841,175,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,509,210,790,176,266,300,790,149,668,266,0,300,1477308372
413,207,133,390,553,19,465,125,133,360,440,209,20,443,133,120,467,209,0,240,417,138,540,141,486,347,266,435,571,18,415,345,734,278,133,315,266,375,744,289,620,20,133,285,0,60,0,255,404,185,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,423,443,481,406,504,430,669,277,-1,324,0,360,794,137,595,44,133,345,669,289,485,41,420,432,621,56,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,407,110,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,841,175,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,509,210,790,176,266,300,790,149,668,266,0,300,1477308387
413,207,133,390,553,19,465,125,133,360,440,209,20,443,133,120,467,209,0,240,417,138,540,141,486,347,266,435,571,18,415,345,734,278,133,315,669,300,744,289,620,20,630,46,0,60,0,255,404,185,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,423,443,481,406,504,430,669,277,-1,324,0,360,794,137,595,44,133,345,669,289,485,41,420,432,621,56,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,407,110,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,841,175,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,509,210,790,176,266,300,790,149,668,266,0,300,1477308402
413,207,133,390,553,19,465,125,133,360,440,209,20,443,133,120,467,209,0,240,417,138,540,141,486,347,266,435,571,18,415,345,734,278,133,315,669,300,744,289,620,20,630,46,0,60,0,255,404,185,0,105,266,180,406,53,416,334,457,55,416,323,410,197,406,29,0,345,266,420,461,137,489,335,479,321,412,124,133,255,417,395,488,420,423,443,481,406,504,430,669,277,-1,324,0,360,794,137,595,44,133,345,669,289,485,41,420,432,621,56,133,30,841,153,460,432,470,395,266,165,548,30,407,40,499,124,266,315,266,135,133,420,0,390,133,105,550,56,122,469,407,110,133,405,0,150,266,450,266,210,266,495,794,127,133,45,841,140,840,127,841,175,133,330,266,120,133,375,832,164,797,161,133,240,266,225,149,506,407,14,419,420,417,406,266,105,0,225,509,210,790,176,266,300,790,149,668,266,0,300,1477308416
