133,(53-34)*15+15,133,(35-34)*15+15,266,(71-67)*15+15,0,30*15+15,0,6*15+15,0,12*15+15,0,11*15+15,266,(69-67)*15+15,266,(89-67)*15+15,133,(59-34)*15+15,266,(84-67)*15+15,0,14*15+15,133,(65-34)*15+15,266,(70-67)*15+15,0,13*15+15,133,(49-34)*15+15,133,(63-34)*15+15,266,(86-67)*15+15,133,(54-34)*15+15,133,(47-34)*15+15,266,(94-67)*15+15,0,18*15+15,133,(37-34)*15+15,266,(93-67)*15+15,0,19*15+15,266,(98-67)*15+15,266,(92-67)*15+15,0,7*15+15,266,(75-67)*15+15,0,33*15+15,0,16*15+15,133,(50-34)*15+15,133,(51-34)*15+15,0,21*15+15,133,(61-34)*15+15,133,(48-34)*15+15,133,(41-34)*15+15,0,4*15+15,0,27*15+15,266,(91-67)*15+15,133,(42-34)*15+15,133,(55-34)*15+15,133,(40-34)*15+15,266,(76-67)*15+15,0,25*15+15,266,(67-67)*15+15,266,(80-67)*15+15,0,2*15+15,0,26*15+15,0,17*15+15,133,(46-34)*15+15,133,(64-34)*15+15,266,(99-67)*15+15,0,20*15+15,0,32*15+15,0,29*15+15,133,(66-34)*15+15,266,(90-67)*15+15,133,(62-34)*15+15,0,5*15+15,266,(79-67)*15+15,266,(95-67)*15+15,266,(81-67)*15+15,0,24*15+15,133,(52-34)*15+15,133,(58-34)*15+15,266,(88-67)*15+15,0,15*15+15,266,(77-67)*15+15,0,1*15+15,266,(83-67)*15+15,266,(97-67)*15+15,0,8*15+15,133,(44-34)*15+15,0,28*15+15,266,(85-67)*15+15,133,(60-34)*15+15,266,(78-67)*15+15,0,10*15+15,133,(38-34)*15+15,0,22*15+15,133,(43-34)*15+15,133,(39-34)*15+15,133,(45-34)*15+15,0,31*15+15,266,(87-67)*15+15,266,(68-67)*15+15,266,(82-67)*15+15,0,0*15+15,266,(73-67)*15+15,133,(36-34)*15+15,0,23*15+15,0,9*15+15,266,(74-67)*15+15,133,(34-34)*15+15,133,(56-34)*15+15,266,(72-67)*15+15,266,(96-67)*15+15,133,(57-34)*15+15,0,3*15+15,1472540767
133,300,133,30,266,75,0,465,0,105,0,195,0,180,266,45,266,345,133,390,266,270,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,133,210,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,133,120,449,229,500,209,266,375,133,135,133,330,133,105,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,0,315,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,868,489,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541022
133,300,133,30,266,75,708,413,0,105,0,195,0,180,266,45,266,345,133,390,266,270,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,133,210,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,133,120,449,229,500,209,266,375,133,135,133,330,133,105,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,0,315,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,868,489,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541037
133,300,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,266,270,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,133,210,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,554,239,449,229,500,209,266,375,133,135,133,330,133,105,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,0,315,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541052
133,300,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,266,270,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,133,210,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,501,461,133,330,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,0,315,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541067
133,300,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,266,270,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,133,210,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,0,315,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541082
133,300,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,266,270,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,133,210,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,0,316,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541097
133,300,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,266,270,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,133,210,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,569,67,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541112
133,300,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,536,261,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,403,274,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,569,67,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541127
557,222,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,536,261,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,403,274,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,569,67,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541142
557,222,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,536,261,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,403,274,266,420,0,285,133,60,266,405,0,300,266,480,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,569,67,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,266,450,133,360,0,60,1472541157
557,222,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,536,261,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,403,274,266,420,0,285,133,60,266,405,0,300,699,401,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,569,67,0,495,0,450,135,409,585,81,133,435,0,90,266,195,266,435,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,858,319,133,360,0,60,1472541172
557,222,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,536,261,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,403,274,266,420,0,285,133,60,266,405,0,300,699,401,266,390,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,569,67,0,495,0,450,135,409,585,81,133,435,0,90,266,195,863,274,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,647,50,133,360,0,60,1472541187
557,222,133,30,266,75,497,267,0,105,0,195,0,180,266,45,266,345,133,390,536,261,0,225,438,147,266,60,0,210,421,246,133,450,266,300,133,315,403,274,266,420,0,285,133,60,266,405,0,300,699,401,693,468,0,120,266,135,0,510,0,255,142,260,133,270,0,330,133,420,421,208,524,239,449,229,500,209,266,375,508,476,427,539,447,477,266,150,0,390,266,15,266,210,0,45,0,405,0,270,133,195,133,465,266,495,569,67,0,495,0,450,135,409,585,81,133,435,0,90,266,195,863,274,266,225,0,375,133,285,133,375,266,330,0,240,266,165,0,30,266,255,266,465,0,135,133,165,0,435,266,285,599,123,266,180,674,124,133,75,441,28,626,82,481,40,133,180,0,480,508,62,266,30,266,240,592,401,266,105,133,45,487,516,0,150,266,120,453,54,133,345,266,90,647,50,133,360,0,60,1472541202
