133,(42-34)*15+15,266,(73-67)*15+15,133,(38-34)*15+15,266,(87-67)*15+15,266,(84-67)*15+15,133,(62-34)*15+15,133,(37-34)*15+15,266,(77-67)*15+15,0,18*15+15,0,32*15+15,266,(89-67)*15+15,0,7*15+15,0,31*15+15,0,29*15+15,133,(55-34)*15+15,133,(50-34)*15+15,0,1*15+15,133,(54-34)*15+15,133,(56-34)*15+15,133,(51-34)*15+15,133,(39-34)*15+15,0,13*15+15,0,20*15+15,0,10*15+15,266,(78-67)*15+15,266,(95-67)*15+15,133,(52-34)*15+15,0,27*15+15,266,(86-67)*15+15,0,22*15+15,266,(82-67)*15+15,266,(74-67)*15+15,0,23*15+15,266,(99-67)*15+15,0,33*15+15,266,(83-67)*15+15,0,11*15+15,133,(53-34)*15+15,133,(66-34)*15+15,133,(48-34)*15+15,0,12*15+15,0,6*15+15,266,(97-67)*15+15,133,(45-34)*15+15,0,16*15+15,0,21*15+15,266,(88-67)*15+15,133,(59-34)*15+15,133,(63-34)*15+15,0,5*15+15,133,(43-34)*15+15,133,(65-34)*15+15,266,(67-67)*15+15,133,(61-34)*15+15,0,3*15+15,0,26*15+15,266,(71-67)*15+15,133,(34-34)*15+15,0,24*15+15,266,(70-67)*15+15,266,(79-67)*15+15,266,(68-67)*15+15,266,(72-67)*15+15,266,(85-67)*15+15,0,8*15+15,266,(76-67)*15+15,133,(44-34)*15+15,0,9*15+15,133,(64-34)*15+15,0,17*15+15,0,15*15+15,266,(81-67)*15+15,133,(58-34)*15+15,266,(98-67)*15+15,0,28*15+15,0,2*15+15,133,(47-34)*15+15,266,(92-67)*15+15,133,(36-34)*15+15,266,(80-67)*15+15,266,(96-67)*15+15,133,(57-34)*15+15,266,(69-67)*15+15,133,(60-34)*15+15,133,(46-34)*15+15,133,(41-34)*15+15,0,4*15+15,266,(90-67)*15+15,133,(49-34)*15+15,0,25*15+15,0,30*15+15,133,(35-34)*15+15,0,0*15+15,0,19*15+15,266,(93-67)*15+15,266,(94-67)*15+15,266,(75-67)*15+15,133,(40-34)*15+15,266,(91-67)*15+15,0,14*15+15,1474547996
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548634
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548660
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548685
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548710
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548733
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548759
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548783
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548809
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548832
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548857
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548883
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548909
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548935
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548961
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474548987
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549013
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549028
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549043
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549059
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549085
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549111
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549137
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549152
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549178
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549201
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549216
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549231
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549246
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549261
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549277
133,135,266,105,133,75,266,315,266,270,133,435,133,60,266,165,926,135,0,495,266,345,0,120,0,480,0,450,133,330,133,255,0,30,133,315,133,345,133,270,133,90,0,210,0,315,0,165,266,180,266,435,133,285,0,420,266,300,0,345,266,240,266,120,0,360,266,495,0,510,266,255,636,213,133,300,133,495,133,225,657,178,0,105,266,465,133,180,0,255,0,330,266,330,133,390,133,450,768,76,133,150,133,480,266,15,133,420,715,47,0,405,266,75,133,15,0,375,266,60,266,195,266,30,266,90,266,285,0,135,266,150,133,165,0,150,133,465,0,270,0,240,266,225,133,375,266,480,0,435,597,292,133,210,266,390,133,45,266,210,266,450,133,360,266,45,133,405,133,195,133,120,873,114,266,360,133,240,0,390,0,465,133,30,898,98,0,300,266,405,266,420,266,135,133,105,266,375,0,225,1474549303
